Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Birth Year,Awarded Age,Age Group
1920,Literature,The Nobel Prize in Literature 1920,"for his monumental work, <I>Growth of the Soil</I>",01-Jan,589,Individual,Knut Pedersen Hamsun,1859-08-04,Lom,Norway,Male,,,,19/02/1952,Grimstad,Norway,1859,61,60-70
1920,Medicine,The Nobel Prize in Physiology or Medicine 1920,for his discovery of the capillary motor regulating mechanism,01-Jan,310,Individual,Schack August Steenberg Krogh,1874-11-15,Gren??,Denmark,Male,Copenhagen University,Copenhagen,Denmark,13/09/1949,Copenhagen,Denmark,1874,46,40-50
1920,Peace,The Nobel Peace Prize 1920,,01-Jan,484,Individual,L??on Victor Auguste Bourgeois,1851-05-21,Paris,France,Male,,,,29/09/1925,??pernay,France,1851,69,60-70
1920,Physics,The Nobel Prize in Physics 1920,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,01-Jan,25,Individual,Charles Edouard Guillaume,1861-02-15,Fleurier,Switzerland,Male,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),S??vres,France,13/06/1938,S??vres,France,1861,59,50-60
1921,Chemistry,The Nobel Prize in Chemistry 1921,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",01-Jan,179,Individual,Frederick Soddy,1877-09-02,Eastbourne,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,22/09/1956,Brighton,United Kingdom,1877,44,40-50
1921,Literature,The Nobel Prize in Literature 1921,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",01-Jan,590,Individual,Anatole France,1844-04-16,Paris,France,Male,,,,12/10/1924,Saint-Cyr-sur-Loire,France,1844,77,70+
1921,Peace,The Nobel Peace Prize 1921,,01-Feb,485,Individual,Karl Hjalmar Branting,1860-11-23,Stockholm,Sweden,Male,,,,24/02/1925,Stockholm,Sweden,1860,61,60-70
1921,Peace,The Nobel Peace Prize 1921,,01-Feb,486,Individual,Christian Lous Lange,1869-09-17,Stavanger,Norway,Male,,,,11/12/1938,Oslo,Norway,1869,52,50-60
1921,Physics,The Nobel Prize in Physics 1921,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect",01-Jan,26,Individual,Albert Einstein,1879-03-14,Ulm,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) f??r Physik,Berlin,Germany,18/04/1955,"Princeton, NJ",United States of America,1879,42,40-50
1922,Chemistry,The Nobel Prize in Chemistry 1922,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",01-Jan,180,Individual,Francis William Aston,1877-09-01,Harborne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,20/11/1945,Cambridge,United Kingdom,1877,45,40-50
1922,Literature,The Nobel Prize in Literature 1922,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,01-Jan,592,Individual,Jacinto Benavente,1866-08-12,Madrid,Spain,Male,,,,14/07/1954,Madrid,Spain,1866,56,50-60
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,for his discovery relating to the production of heat in the muscle,01-Feb,311,Individual,Archibald Vivian Hill,1886-09-26,Bristol,United Kingdom,Male,London University,London,United Kingdom,03/06/1977,Cambridge,United Kingdom,1886,36,40-
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,01-Feb,312,Individual,Otto Fritz Meyerhof,1884-04-12,Hanover,Germany,Male,Kiel University,Kiel,Germany,06/10/1951,"Philadelphia, PA",United States of America,1884,38,40-
1922,Peace,The Nobel Peace Prize 1922,,01-Jan,487,Individual,Fridtjof Nansen,1861-10-10,Kristiania (Oslo),Norway,Male,,,,13/05/1930,Oslo,Norway,1861,61,60-70
1922,Physics,The Nobel Prize in Physics 1922,for his services in the investigation of the structure of atoms and of the radiation emanating from them,01-Jan,27,Individual,Niels Henrik David Bohr,1885-10-07,Copenhagen,Denmark,Male,Copenhagen University,Copenhagen,Denmark,18/11/1962,Copenhagen,Denmark,1885,37,40-
1923,Chemistry,The Nobel Prize in Chemistry 1923,for his invention of the method of micro-analysis of organic substances,01-Jan,181,Individual,Fritz Pregl,1869-09-03,Laibach (Ljubljana),Austria-Hungary (Slovenia),Male,Graz University,Graz,Austria,13/12/1930,Graz,Austria,1869,54,50-60
1923,Literature,The Nobel Prize in Literature 1923,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",01-Jan,593,Individual,William Butler Yeats,1865-06-13,Dublin,Ireland,Male,,,,28/01/1939,Roquebrune-Cap-Martin,France,1865,58,50-60
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,for the discovery of insulin,01-Feb,313,Individual,Frederick Grant Banting,1891-11-14,Alliston,Canada,Male,University of Toronto,Toronto,Canada,21/02/1941,Newfoundland,Canada,1891,32,40-
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,for the discovery of insulin,01-Feb,314,Individual,John James Rickard Macleod,1876-09-06,Cluny,Scotland,Male,University of Toronto,Toronto,Canada,16/03/1935,Aberdeen,Scotland,1876,47,40-50
1923,Physics,The Nobel Prize in Physics 1923,for his work on the elementary charge of electricity and on the photoelectric effect,01-Jan,28,Individual,Robert Andrews Millikan,1868-03-22,"Morrison, IL",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,19/12/1953,"San Marino, CA",United States of America,1868,55,50-60
1924,Literature,The Nobel Prize in Literature 1924,"for his great national epic, <I>The Peasants</I>",01-Jan,594,Individual,Wladyslaw Stanislaw Reymont,1867-05-07,Kobiele Wielkie,Russian Empire (Poland),Male,,,,05/12/1925,Warsaw,Poland,1867,57,50-60
1924,Medicine,The Nobel Prize in Physiology or Medicine 1924,for his discovery of the mechanism of the electrocardiogram,01-Jan,315,Individual,Willem Einthoven,1860-05-21,Semarang,"Java, Dutch East Indies (Indonesia)",Male,Leiden University,Leiden,Netherlands,29/09/1927,Leiden,Netherlands,1860,64,60-70
1924,Physics,The Nobel Prize in Physics 1924,for his discoveries and research in the field of X-ray spectroscopy,01-Jan,29,Individual,Karl Manne Georg Siegbahn,1886-12-03,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,26/09/1978,??ngelholm,Sweden,1886,38,40-
1925,Chemistry,The Nobel Prize in Chemistry 1925,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",01-Jan,182,Individual,Richard Adolf Zsigmondy,1865-04-01,Vienna,Austrian Empire (Austria),Male,Goettingen University,G??ttingen,Germany,24/09/1929,G??ttingen,Germany,1865,60,60-70
1925,Literature,The Nobel Prize in Literature 1925,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",01-Jan,596,Individual,George Bernard Shaw,1856-07-26,Dublin,Ireland,Male,,,,02/11/1950,Ayot St. Lawrence,United Kingdom,1856,69,60-70
1925,Peace,The Nobel Peace Prize 1925,,01-Feb,488,Individual,Sir Austen Chamberlain,1863-10-16,Birmingham,United Kingdom,Male,,,,16/03/1937,London,United Kingdom,1863,62,60-70
1925,Peace,The Nobel Peace Prize 1925,,01-Feb,489,Individual,Charles Gates Dawes,1865-08-27,"Marietta, OH",United States of America,Male,,,,23/04/1951,"Evanston, IL",United States of America,1865,60,60-70
1925,Physics,The Nobel Prize in Physics 1925,for their discovery of the laws governing the impact of an electron upon an atom,01-Feb,30,Individual,James Franck,1882-08-26,Hamburg,Germany,Male,Goettingen University,G??ttingen,Germany,21/05/1964,G??ttingen,West Germany (Germany),1882,43,40-50
1925,Physics,The Nobel Prize in Physics 1925,for their discovery of the laws governing the impact of an electron upon an atom,01-Feb,31,Individual,Gustav Ludwig Hertz,1887-07-22,Hamburg,Germany,Male,Halle University,Halle,Germany,30/10/1975,Berlin,East Germany,1887,38,40-
1926,Chemistry,The Nobel Prize in Chemistry 1926,for his work on disperse systems,01-Jan,183,Individual,The (Theodor) Svedberg,1884-08-30,Fler??ng,Sweden,Male,Uppsala University,Uppsala,Sweden,25/02/1971,??rebro,Sweden,1884,42,40-50
1926,Literature,The Nobel Prize in Literature 1926,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,01-Jan,597,Individual,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,Female,,,,15/08/1936,Rome,Italy,1871,55,50-60
1926,Medicine,The Nobel Prize in Physiology or Medicine 1926,for his discovery of the Spiroptera carcinoma,01-Jan,316,Individual,Johannes Andreas Grib Fibiger,1867-04-23,Silkeborg,Denmark,Male,Copenhagen University,Copenhagen,Denmark,30/01/1928,Copenhagen,Denmark,1867,59,50-60
1926,Peace,The Nobel Peace Prize 1926,,01-Feb,490,Individual,Aristide Briand,1862-03-28,Nantes,France,Male,,,,07/03/1932,Paris,France,1862,64,60-70
1926,Peace,The Nobel Peace Prize 1926,,01-Feb,491,Individual,Gustav Stresemann,1878-05-10,Berlin,Germany,Male,,,,03/10/1929,Berlin,Germany,1878,48,40-50
1926,Physics,The Nobel Prize in Physics 1926,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",01-Jan,32,Individual,Jean Baptiste Perrin,1870-09-30,Lille,France,Male,Sorbonne University,Paris,France,17/04/1942,"New York, NY",United States of America,1870,56,50-60
1927,Chemistry,The Nobel Prize in Chemistry 1927,for his investigations of the constitution of the bile acids and related substances,01-Jan,184,Individual,Heinrich Otto Wieland,1877-06-04,Pforzheim,Germany,Male,Munich University,Munich,Germany,05/08/1957,Munich,West Germany (Germany),1877,50,50-60
1927,Literature,The Nobel Prize in Literature 1927,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,01-Jan,600,Individual,Henri Bergson,1859-10-18,Paris,France,Male,,,,04/01/1941,Paris,France,1859,68,60-70
1927,Medicine,The Nobel Prize in Physiology or Medicine 1927,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,01-Jan,317,Individual,Julius Wagner-Jauregg,1857-03-07,Wels,Austria,Male,Vienna University,Vienna,Austria,27/09/1940,Vienna,Austria,1857,70,70+
1927,Peace,The Nobel Peace Prize 1927,,01-Feb,492,Individual,Ferdinand Buisson,1841-12-20,Paris,France,Male,,,,16/02/1932,Thieuloy-Saint-Antoine,France,1841,86,70+
1927,Peace,The Nobel Peace Prize 1927,,01-Feb,493,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,Male,,,,04/03/1941,Geneva,Switzerland,1858,69,60-70
1927,Physics,The Nobel Prize in Physics 1927,for his discovery of the effect named after him,01-Feb,33,Individual,Arthur Holly Compton,1892-09-10,"Wooster, OH",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,15/03/1962,"Berkeley, CA",United States of America,1892,35,40-
1927,Physics,The Nobel Prize in Physics 1927,for his method of making the paths of electrically charged particles visible by condensation of vapour,01-Feb,34,Individual,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,15/11/1959,Carlops,Scotland,1869,58,50-60
1928,Chemistry,The Nobel Prize in Chemistry 1928,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,01-Jan,185,Individual,Adolf Otto Reinhold Windaus,1876-12-25,Berlin,Germany,Male,Goettingen University,G??ttingen,Germany,09/06/1959,G??ttingen,West Germany (Germany),1876,52,50-60
1928,Literature,The Nobel Prize in Literature 1928,principally for her powerful descriptions of Northern life during the Middle Ages,01-Jan,601,Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,Female,,,,10/06/1949,Lillehammer,Norway,1882,46,40-50
1928,Medicine,The Nobel Prize in Physiology or Medicine 1928,for his work on typhus,01-Jan,318,Individual,Charles Jules Henri Nicolle,1866-09-21,Rouen,France,Male,Institut Pasteur,Tunis,,28/02/1936,Tunis,Tunisia,1866,62,60-70
1928,Physics,The Nobel Prize in Physics 1928,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,01-Jan,35,Individual,Owen Willans Richardson,1879-04-26,Dewsbury,United Kingdom,Male,London University,London,United Kingdom,15/02/1959,Alton,United Kingdom,1879,49,40-50
1929,Chemistry,The Nobel Prize in Chemistry 1929,for their investigations on the fermentation of sugar and fermentative enzymes,01-Feb,186,Individual,Arthur Harden,1865-10-12,Manchester,United Kingdom,Male,London University,London,United Kingdom,17/06/1940,Bourne,United Kingdom,1865,64,60-70
1929,Chemistry,The Nobel Prize in Chemistry 1929,for their investigations on the fermentation of sugar and fermentative enzymes,01-Feb,187,Individual,Hans Karl August Simon von Euler-Chelpin,1873-02-15,Augsburg,Germany,Male,Stockholm University,Stockholm,Sweden,06/11/1964,Stockholm,Sweden,1873,56,50-60
1929,Literature,The Nobel Prize in Literature 1929,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",01-Jan,602,Individual,Thomas Mann,1875-06-06,L??beck,Germany,Male,,,,12/08/1955,Zurich,Switzerland,1875,54,50-60
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,for his discovery of the antineuritic vitamin,01-Feb,319,Individual,Christiaan Eijkman,1858-08-11,Nijkerk,Netherlands,Male,Utrecht University,Utrecht,Netherlands,05/11/1930,Utrecht,Netherlands,1858,71,70+
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,for his discovery of the growth-stimulating vitamins,01-Feb,320,Individual,Sir Frederick Gowland Hopkins,1861-06-20,Eastbourne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,16/05/1947,Cambridge,United Kingdom,1861,68,60-70
1929,Peace,The Nobel Peace Prize 1929,,01-Jan,494,Individual,Frank Billings Kellogg,1856-12-22,"Potsdam, NY",United States of America,Male,,,,21/12/1937,"St. Paul, MN",United States of America,1856,73,70+
1929,Physics,The Nobel Prize in Physics 1929,for his discovery of the wave nature of electrons,01-Jan,36,Individual,Prince Louis-Victor Pierre Raymond de Broglie,1892-08-15,Dieppe,France,Male,"Sorbonne University, Institut Henri Poincar??",Paris,France,19/03/1987,Paris,France,1892,37,40-
1930,Chemistry,The Nobel Prize in Chemistry 1930,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,01-Jan,188,Individual,Hans Fischer,1881-07-27,Hoechst,Germany,Male,Technische Hochschule (Institute of Technology),Munich,Germany,31/03/1945,Munich,Germany,1881,49,40-50
1930,Literature,The Nobel Prize in Literature 1930,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",01-Jan,603,Individual,Sinclair Lewis,1885-02-07,"Sauk Centre, MN",United States of America,Male,,,,10/01/1951,Rome,Italy,1885,45,40-50
1930,Medicine,The Nobel Prize in Physiology or Medicine 1930,for his discovery of human blood groups,01-Jan,321,Individual,Karl Landsteiner,1868-06-14,Vienna,Austrian Empire (Austria),Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America,26/06/1943,"New York, NY",United States of America,1868,62,60-70
